1,1,0.0,13.75,16.56,29.25,1,1,1.0
1,2,54.0,60.55,124.02000000000001,58.5,1,1,1.0
1,3,95.6,0.0,223.35999999999999,60.12,1,1,1.0
1,4,313.55,0.56,397.99999999999994,113.98,1,1,1.0
2,1,0.0,13.75,10.7,29.25,1,1,1.0
2,2,32.9,58.2,122.9,55.0,1,1,1.0
2,3,95.7,0.0,223.36,60.12,1,1,1.0
2,4,313.26,0.54,398.0,113.75,1,1,1.0
3,2,18.4,53.53,115.19999999999999,55.97,1,1,1.0
3,3,95.8,0.0,223.36,60.12,1,1,1.0
3,4,312.97,0.52,398.0,113.52000000000001,1,1,1.0
4,2,3.23,51.51,113.17,55.970000000000006,1,1,1.0
4,3,95.9,0.0,223.35999999999999,60.12,1,1,1.0
4,4,312.68,0.5,397.99999999999994,113.28,1,1,1.0
5,2,0.0,49.49,95.1,52.910000000000004,1,1,1.0
5,3,96.0,0.0,223.36,60.12,1,1,1.0
5,4,312.39,0.48,398.01,113.05,1,1,1.0
6,2,0.0,46.5,77.9,49.8,1,1,1.0
6,3,96.1,0.0,223.35999999999999,60.12,1,1,1.0
6,4,312.1,0.46,398.01,112.82000000000001,1,1,1.0
7,2,0.0,42.5,61.7,50.7,1,1,1.0
7,3,96.2,0.0,223.36,60.12,1,1,1.0
7,4,311.81,0.44,398.01000000000005,112.59,1,1,1.0
8,2,0.0,42.5,44.5,50.7,1,1,1.0
8,3,96.3,0.0,223.36,60.12,1,1,1.0
8,4,311.52,0.42,398.01,112.35,1,1,1.0
9,2,0.0,42.5,28.3,41.599999999999994,1,1,1.0
9,3,96.4,0.0,223.35999999999999,60.12,1,1,1.0
9,4,311.23,0.4,398.01,112.11999999999999,1,1,1.0
10,2,0.0,46.5,13.2,33.599999999999994,1,1,1.0
10,3,96.5,0.0,223.36,60.12,1,1,1.0
10,4,310.94,0.38,398.01000000000005,111.89,1,1,1.0
10,5,913.54,192.3,46.460000000000036,61.69999999999999,1,1,1.0
11,3,96.6,0.0,223.35999999999999,60.12,1,1,1.0
11,4,310.66,0.36,397.99999999999994,111.65,1,1,1.0
11,5,865.6,181.8,94.39999999999998,89.80000000000001,1,1,1.0
12,3,96.7,0.0,223.36,60.12,1,1,1.0
12,4,310.37,0.34,398.0,111.42,1,1,1.0
12,5,823.2,171.7,136.79999999999995,87.69999999999999,1,1,1.0
13,3,96.8,0.0,223.36,60.12,1,1,1.0
13,4,310.08,0.32,398.00000000000006,111.19000000000001,1,1,1.0
13,5,777.7,159.6,182.29999999999995,99.79999999999998,1,1,1.0
14,3,96.9,0.0,223.35999999999999,60.12,1,1,1.0
14,4,309.79,0.3,398.00999999999993,110.96000000000001,1,1,1.0
14,5,735.2,150.5,224.79999999999995,123.10000000000002,1,1,1.0
14,6,0.39,178.78,16.21,46.50999999999999,1,1,1.0
15,3,97.0,0.0,223.36,60.12,1,1,1.0
15,4,309.5,0.28,398.01,110.72,1,1,1.0
15,5,693.7,144.4,266.29999999999995,116.1,1,1,1.0
15,6,0.39,161.6,33.41,76.80000000000001,1,1,1.0
16,3,97.1,0.0,223.35999999999999,60.12,1,1,1.0
16,4,309.21,0.26,398.01000000000005,110.49,1,1,1.0
16,5,655.2,135.3,275.5,116.1,1,1,1.0
16,6,0.39,164.6,51.61,84.0,1,1,1.0
17,3,97.2,0.0,223.36,60.12,1,1,1.0
17,4,308.92,0.24,398.00999999999993,110.26,1,1,1.0
17,5,617.8,126.2,265.4000000000001,113.10000000000001,1,1,1.0
