1,1,121.84,331.6,138.05999999999997,63.799999999999955,1,1,1.0
1,2,208.37,251.19,97.02999999999997,40.19999999999999,1,1,1.0
1,3,729.7,266.85,75.79999999999995,39.44,1,1,1.0
2,1,98.58,337.7,138.06,61.69999999999999,1,1,1.0
2,2,208.37,251.23,97.02999999999997,40.20000000000002,1,1,1.0
2,3,718.5,264.9,73.89999999999998,42.400000000000034,1,1,1.0
3,1,73.3,338.7,141.10000000000002,64.69999999999999,1,1,1.0
3,2,208.37,251.26,97.02999999999997,40.210000000000036,1,1,1.0
3,3,705.35,267.93,73.89999999999998,42.39999999999998,1,1,1.0
4,1,49.03,344.77,141.1,64.70000000000005,1,1,1.0
4,2,208.37,251.3,97.02999999999997,40.19999999999999,1,1,1.0
4,3,692.21,267.93,73.89999999999998,42.39999999999998,1,1,1.0
5,1,22.74,346.79,141.1,64.69999999999999,1,1,1.0
5,2,208.37,251.33,97.02999999999997,40.21000000000001,1,1,1.0
5,3,680.07,271.98,73.89999999999998,42.39999999999998,1,1,1.0
6,1,0.0,351.8,143.61,65.75999999999999,1,1,1.0
6,2,208.37,251.37,97.02999999999997,40.19999999999999,1,1,1.0
6,3,663.9,273.0,76.93000000000006,44.410000000000025,1,1,1.0
7,1,0.0,356.86,128.44,65.75,1,1,1.0
7,2,208.37,251.4,97.02999999999997,40.21000000000001,1,1,1.0
7,3,649.7,275.0,77.9799999999999,45.44999999999999,1,1,1.0
8,1,0.0,357.9,100.1,70.78000000000003,1,1,1.0
8,2,208.37,251.44,97.02999999999997,40.19999999999999,1,1,1.0
8,3,636.55,276.0,78.95000000000005,49.5,1,1,1.0
9,1,0.0,365.0,80.9,63.68000000000001,1,1,1.0
9,2,208.37,251.48,97.02999999999997,40.20000000000002,1,1,1.0
9,3,619.36,279.0,85.03999999999996,45.49000000000001,1,1,1.0
10,1,0.0,370.1,51.6,58.579999999999984,1,1,1.0
10,2,208.37,251.51,97.02999999999997,40.19999999999999,1,1,1.0
10,3,602.17,282.03,85.04000000000008,45.49000000000001,1,1,1.0
